"year","sex","age","region","happiness","educ","race","work","marital","age_ranges","year_ranges"
1972,"F",52,"New England","Very happy","8th grade","white","Working full time","Married","52 to 53","1972 to 1973"
1972,"M",30,"New England","Not too happy","2 years of college","white","Working full time","Married","30 to 31","1972 to 1973"
1972,"M",60,"New England","Pretty happy","12th grade","white","Working full time","Married","60 to 61","1972 to 1973"
1972,"M",50,"New England","Pretty happy","4 years of college","white","Working full time","Married","50 to 51","1972 to 1973"
1972,"F",47,"New England","Pretty happy","2 years of college","white","Working full time","Widowed","46 to 47","1972 to 1973"
1972,"F",50,"Middle Atlantic","Pretty happy","5th grade","white","Keeping house","Married","50 to 51","1972 to 1973"
1972,"F",68,"Middle Atlantic","Pretty happy","5th grade","white","Keeping house","Married","68 to 69","1972 to 1973"
1972,"M",50,"Middle Atlantic","Very happy","12th grade","white","Working full time","Divorced","50 to 51","1972 to 1973"
1972,"M",21,"Middle Atlantic","Not too happy","10th grade","white","Unemployed, laid off, looking for work","Sepreated","20 to 21","1972 to 1973"
1972,"F",72,"Middle Atlantic","Pretty happy","3rd grade","white","Keeping house","Married","72 to 73","1972 to 1973"
1972,"M",52,"Middle Atlantic","Not too happy","12th grade","white","Working full time","Married","52 to 53","1972 to 1973"
1972,"F",32,"Middle Atlantic","Very happy","12th grade","white","With a job, but not at work because of temporary illness, vacation, strike","Married","32 to 33","1972 to 1973"
1972,"M",52,"Middle Atlantic","Very happy","12th grade","white","Working full time","Married","52 to 53","1972 to 1973"
1972,"F",60,"Middle Atlantic","Very happy","12th grade","white","Retired","Never married","60 to 61","1972 to 1973"
1972,"M",32,"Middle Atlantic","Pretty happy","12th grade","Black","Working full time","Married","32 to 33","1972 to 1973"
1972,"F",60,"Middle Atlantic","Pretty happy","9th grade","white","Retired","Widowed","60 to 61","1972 to 1973"
1972,"F",80,"Middle Atlantic","Pretty happy","7th grade","white","Keeping house","Widowed","80 to 81","1972 to 1973"
1972,"M",58,"Middle Atlantic","Pretty happy","8th grade","Black","Working full time","Married","58 to 59","1972 to 1973"
1972,"F",36,"Middle Atlantic","Pretty happy","12th grade","Black","Working full time","Married","36 to 37","1972 to 1973"
1972,"F",31,"Middle Atlantic","Pretty happy","12th grade","Black","Working full time","Married","30 to 31","1972 to 1973"
1972,"M",30,"Middle Atlantic","Very happy","4 years of college","Black","Working full time","Married","30 to 31","1972 to 1973"
1972,"M",63,"Middle Atlantic","Very happy","4 years of college","white","Working full time","Married","62 to 63","1972 to 1973"
1972,"M",34,"Middle Atlantic","Pretty happy","1 year of college","Black","Working full time","Married","34 to 35","1972 to 1973"
1972,"F",29,"Middle Atlantic","Pretty happy","12th grade","white","Keeping house","Married","28 to 29","1972 to 1973"
1972,"F",36,"Middle Atlantic","Not too happy","5th grade","white","Keeping house","Married","36 to 37","1972 to 1973"
1972,"F",39,"Middle Atlantic","Pretty happy","12th grade","white","Keeping house","Married","38 to 39","1972 to 1973"
1972,"M",73,"Middle Atlantic","Not too happy","8th grade","white","Retired","Married","72 to 73","1972 to 1973"
1972,"M",38,"Middle Atlantic","Not too happy","10th grade","white","Working full time","Married","38 to 39","1972 to 1973"
1972,"M",55,"Middle Atlantic","Pretty happy","1 year of college","white","Working full time","Married","54 to 55","1972 to 1973"
1972,"M",30,"Middle Atlantic","Pretty happy","12th grade","white","Working full time","Married","30 to 31","1972 to 1973"
1972,"F",44,"New England","Very happy","12th grade","white","Keeping house","Married","44 to 45","1972 to 1973"
1972,"F",43,"New England","Pretty happy","8th grade","white","Keeping house","Married","42 to 43","1972 to 1973"
1972,"M",38,"New England","Not too happy","8th grade","white","Working full time","Married","38 to 39","1972 to 1973"
1972,"F",44,"New England","Pretty happy","12th grade","white","Keeping house","Married","44 to 45","1972 to 1973"
1972,"F",75,"New England","Pretty happy","9th grade","white","Retired","Widowed","74 to 75","1972 to 1973"
1972,"M",43,"New England","Very happy","6 years of college","white","Working full time","Married","42 to 43","1972 to 1973"
1972,"F",43,"New England","Pretty happy","9th grade","white","Working full time","Married","42 to 43","1972 to 1973"
1972,"M",27,"New England","Very happy","12th grade","white","Working full time","Married","26 to 27","1972 to 1973"
1972,"M",58,"New England","Very happy","10th grade","white","Working full time","Married","58 to 59","1972 to 1973"
1972,"M",45,"New England","Very happy","12th grade","white","Working full time","Married","44 to 45","1972 to 1973"
1972,"M",31,"New England","Very happy","12th grade","white","Working full time","Married","30 to 31","1972 to 1973"
1972,"F",23,"New England","Very happy","12th grade","white","Other","Married","22 to 23","1972 to 1973"
1972,"M",69,"New England","Very happy","7th grade","white","Retired","Widowed","68 to 69","1972 to 1973"
1972,"F",35,"New England","Pretty happy","8th grade","white","Unemployed, laid off, looking for work","Sepreated","34 to 35","1972 to 1973"
1972,"F",43,"New England","Pretty happy","12th grade","white","Keeping house","Widowed","42 to 43","1972 to 1973"
1972,"F",56,"New England","Not too happy","7th grade","white","Keeping house","Married","56 to 57","1972 to 1973"
1972,"F",36,"East North Central","Not too happy","11th grade","Black","Keeping house","Sepreated","36 to 37","1972 to 1973"
1972,"F",47,"East North Central","Very happy","6th grade","Black","Working part time","Married","46 to 47","1972 to 1973"
1972,"M",29,"East North Central","Pretty happy","2 years of college","Black","Working full time","Married","28 to 29","1972 to 1973"
1972,"M",60,"East North Central","Pretty happy","12th grade","Black","Working full time","Married","60 to 61","1972 to 1973"
1972,"F",37,"East North Central","Very happy","10th grade","Black","Working full time","Married","36 to 37","1972 to 1973"
1972,"M",20,"East North Central","Very happy","12th grade","Black","Working full time","Married","20 to 21","1972 to 1973"
1972,"F",55,"East North Central","Pretty happy","9th grade","Black","Keeping house","Married","54 to 55","1972 to 1973"
1972,"M",30,"East North Central","Pretty happy","11th grade","Black","Working full time","Married","30 to 31","1972 to 1973"
1972,"F",59,"East North Central","Pretty happy","9th grade","Black","Keeping house","Married","58 to 59","1972 to 1973"
1972,"F",42,"East North Central","Very happy","12th grade","Black","Working full time","Sepreated","42 to 43","1972 to 1973"
1972,"F",55,"East North Central","Very happy","11th grade","Black","Keeping house","Sepreated","54 to 55","1972 to 1973"
1972,"M",24,"East North Central","Not too happy","12th grade","Black","Working full time","Married","24 to 25","1972 to 1973"
1972,"M",30,"East North Central","Not too happy","7th grade","Black","Unemployed, laid off, looking for work","Sepreated","30 to 31","1972 to 1973"
1972,"M",70,"East North Central","Very happy","No formal schooling","Black","Working part time","Never married","70 to 71","1972 to 1973"
1972,"F",43,"East North Central","Pretty happy","7th grade","Black","Keeping house","Widowed","42 to 43","1972 to 1973"
1972,"M",45,"New England","Not too happy","11th grade","white","Working full time","Married","44 to 45","1972 to 1973"
1972,"M",25,"New England","Pretty happy","4 years of college","white","Working full time","Married","24 to 25","1972 to 1973"
1972,"F",37,"New England","Not too happy","No formal schooling","white","Keeping house","Divorced","36 to 37","1972 to 1973"
1972,"M",22,"New England","Pretty happy","2 years of college","white","Unemployed, laid off, looking for work","Never married","22 to 23","1972 to 1973"
1972,"F",27,"New England","Not too happy","8th grade","white","Working full time","Never married","26 to 27","1972 to 1973"
1972,"F",28,"New England","Pretty happy","6 years of college","white","Working full time","Never married","28 to 29","1972 to 1973"
1972,"M",42,"New England","Very happy","12th grade","white","Working full time","Divorced","42 to 43","1972 to 1973"
1972,"F",42,"New England","Pretty happy","3rd grade","white","Keeping house","Never married","42 to 43","1972 to 1973"
1972,"M",30,"New England","Pretty happy","12th grade","white","Working full time","Married","30 to 31","1972 to 1973"
1972,"F",40,"New England","Pretty happy","12th grade","white","Keeping house","Married","40 to 41","1972 to 1973"
1972,"M",37,"New England","Very happy","6 years of college","white","Working full time","Married","36 to 37","1972 to 1973"
1972,"F",24,"New England","Pretty happy","4 years of college","white","Working full time","Never married","24 to 25","1972 to 1973"
1972,"M",46,"New England","Very happy","12th grade","white","Working full time","Married","46 to 47","1972 to 1973"
1972,"F",53,"New England","Pretty happy","12th grade","white","Keeping house","Married","52 to 53","1972 to 1973"
1972,"M",64,"New England","Pretty happy","11th grade","white","Retired","Married","64 to 65","1972 to 1973"
1972,"F",20,"New England","Very happy","1 year of college","white","Keeping house","Married","20 to 21","1972 to 1973"
1972,"M",60,"Middle Atlantic","Very happy","8th grade","white","Working full time","Married","60 to 61","1972 to 1973"
1972,"M",33,"Middle Atlantic","Pretty happy","4 years of college","white","Working full time","Married","32 to 33","1972 to 1973"
1972,"F",70,"Middle Atlantic","Pretty happy","4 years of college","white","Retired","Never married","70 to 71","1972 to 1973"
1972,"M",60,"Middle Atlantic","Very happy","3rd grade","white","Unemployed, laid off, looking for work","Married","60 to 61","1972 to 1973"
1972,"F",26,"Middle Atlantic","Very happy","11th grade","white","Keeping house","Married","26 to 27","1972 to 1973"
1972,"F",74,"Middle Atlantic","Not too happy","3rd grade","white","Unemployed, laid off, looking for work","Widowed","74 to 75","1972 to 1973"
1972,"F",33,"Middle Atlantic","Very happy","11th grade","white","Working full time","Married","32 to 33","1972 to 1973"
1972,"F",23,"East North Central","Pretty happy","11th grade","Black","Working full time","Married","22 to 23","1972 to 1973"
1972,"M",19,"East North Central","Pretty happy","12th grade","Black","Working full time","Never married","18 to 19","1972 to 1973"
1972,"F",59,"East North Central","Not too happy","4th grade","Black","With a job, but not at work because of temporary illness, vacation, strike","Married","58 to 59","1972 to 1973"
1972,"F",70,"East North Central","Pretty happy","9th grade","Black","Keeping house","Married","70 to 71","1972 to 1973"
1972,"M",52,"East North Central","Pretty happy","2nd grade","Black","Working full time","Married","52 to 53","1972 to 1973"
1972,"M",75,"East North Central","Very happy","2nd grade","Black","Retired","Widowed","74 to 75","1972 to 1973"
1972,"F",49,"East North Central","Very happy","8th grade","white","Keeping house","Married","48 to 49","1972 to 1973"
1972,"M",49,"East North Central","Pretty happy","8th grade","white","Working full time","Married","48 to 49","1972 to 1973"
1972,"M",46,"East North Central","Pretty happy","2 years of college","white","Working full time","Married","46 to 47","1972 to 1973"
1972,"F",45,"East North Central","Pretty happy","12th grade","white","Working full time","Widowed","44 to 45","1972 to 1973"
1972,"F",28,"East North Central","Pretty happy","5 years of college","white","Working full time","Never married","28 to 29","1972 to 1973"
1972,"M",23,"East North Central","Not too happy","12th grade","white","Working full time","Married","22 to 23","1972 to 1973"
1972,"M",64,"East North Central","Pretty happy","12th grade","white","Working full time","Married","64 to 65","1972 to 1973"
1972,"F",33,"East North Central","Pretty happy","12th grade","Black","Working part time","Married","32 to 33","1972 to 1973"
1972,"F",69,"East North Central","Very happy","6th grade","Black","Keeping house","Married","68 to 69","1972 to 1973"
1972,"M",72,"East North Central","Pretty happy","5th grade","Black","Retired","Married","72 to 73","1972 to 1973"
1972,"M",59,"East North Central","Pretty happy","8th grade","Black","Working full time","Married","58 to 59","1972 to 1973"
1972,"F",69,"East North Central","Very happy","6th grade","Black","Keeping house","Married","68 to 69","1972 to 1973"
1972,"F",58,"East North Central","Pretty happy","9th grade","Black","Keeping house","Married","58 to 59","1972 to 1973"
1972,"M",53,"East North Central","Pretty happy","9th grade","Black","Working full time","Divorced","52 to 53","1972 to 1973"
1972,"M",62,"East North Central","Very happy","5th grade","Black","Working full time","Widowed","62 to 63","1972 to 1973"
1972,"M",58,"Middle Atlantic","Pretty happy","8th grade","white","Working full time","Married","58 to 59","1972 to 1973"
1972,"F",32,"Middle Atlantic","Pretty happy","2 years of college","white","Keeping house","Married","32 to 33","1972 to 1973"
